code,url,first_name,last_name,slug,birth_date,birthplace,turned_pro,weight,height,residence,handedness,backhand,citizenship,code_dc,url_dc
d927,https://www.atptour.com/en/players/marko-danis/d927/overview,Marko,Danis,marko-danis,19911023,,,,,,Right-Handed,,SVK,,
d928,https://www.atptour.com/en/players/francisco-dias/d928/overview,Francisco,Dias,francisco-dias,19920501,"Lisbon, Portugal",,90,183,"Lisbon, Portugal",Right-Handed,Two-Handed Backhand,POR,,
d929,https://www.atptour.com/en/players/georgios-drymalitis/d929/overview,Georgios,drymalitis,georgios-drymalitis,19910704,,,,,,,,GRE,,
d930,https://www.atptour.com/en/players/javier-de-paiz-ferrer/d930/overview,Javier,De Paiz-Ferrer,javier-de-paiz-ferrer,19890826,,,,,,,,ESP,,
d931,https://www.atptour.com/en/players/aldo-de-florio/d931/overview,Aldo,De Florio,aldo-de-florio,19900923,,,,,,Left-Handed,,ITA,,
d932,https://www.atptour.com/en/players/mario-dierckx/d932/overview,Mario,Dierckx,mario-dierckx,19890918,,,,,,,,BEL,,
d933,https://www.atptour.com/en/players/petr-dostal/d933/overview,Petr,Dostal,petr-dostal,19880222,,,,,,Right-Handed,,CZE,,
d934,https://www.atptour.com/en/players/marin-draganja/d934/overview,Marin,Draganja,marin-draganja,19910513,"Split, Croatia",,78,185,"Split, Croatia",Right-Handed,One-Handed Backhand,CRO,800277883,https://media.itfdataservices.com/player/dc/en/800277883
d935,https://www.atptour.com/en/players/gibril-diarra/d935/overview,Gibril,Diarra,gibril-diarra,19900526,Vienna,,85,196,Vienna,Right-Handed,Unknown Backhand,AUT,,
d936,https://www.atptour.com/en/players/pedro-davisson/d936/overview,Pedro,Davisson,pedro-davisson,19910524,,,,,,,,BRA,,
d939,https://www.atptour.com/en/players/daniiar-duldaev/d939/overview,Daniiar,Duldaev,daniiar-duldaev,19921027,,,80,183,,Right-Handed,Two-Handed Backhand,KGZ,800281852,https://media.itfdataservices.com/player/dc/en/800281852
d942,https://www.atptour.com/en/players/loic-ducourau/d942/overview,Loic,Ducourau,loic-ducourau,19910814,,,,,,Right-Handed,,FRA,,
d946,https://www.atptour.com/en/players/marcos-vinicius--dias/d946/overview,Marcos Vinicius,Dias,marcos-vinicius--dias,19930424,"Sao Paulo, Brazil",,81,183,"Sao Paulo, Brazil",Right-Handed,Two-Handed Backhand,BRA,,
d947,https://www.atptour.com/en/players/lorenzo-di-giovanni/d947/overview,Lorenzo,Di Giovanni,lorenzo-di-giovanni,19871225,,,,,,Right-Handed,,ITA,,
d949,https://www.atptour.com/en/players/mircea-dimofte/d949/overview,Mircea,Dimofte,mircea-dimofte,19900828,,,,,,,,ROU,,
d950,https://www.atptour.com/en/players/gabriele-dutto/d950/overview,Gabriele,Dutto,gabriele-dutto,19880515,,,,,,Right-Handed,,ITA,,
d953,https://www.atptour.com/en/players/petr-demidov/d953/overview,Petr,Demidov,petr-demidov,19891017,,,,,,,,RUS,,
d955,https://www.atptour.com/en/players/krishik-divakar/d955/overview,Krishik,Divakar,krishik-divakar,19911207,,,,,,Right-Handed,Two-Handed Backhand,IND,,
d958,https://www.atptour.com/en/players/valentin-dima/d958/overview,Valentin,Dima,valentin-dima,19890113,,,,,,,,ROU,,
d960,https://www.atptour.com/en/players/kirill-dmitriev/d960/overview,Kirill,Dmitriev,kirill-dmitriev,19910809,Ufa,,84,191,Spain/Russia,Right-Handed,Unknown Backhand,RUS,,
d961,https://www.atptour.com/en/players/tudor-dumitrescu/d961/overview,Tudor,Dumitrescu,tudor-dumitrescu,19890714,,,,,,Right-Handed,,ROU,,
d963,https://www.atptour.com/en/players/piotr-dzikiewicz/d963/overview,Piotr,Dzikiewicz,piotr-dzikiewicz,19820319,,,,,,Right-Handed,,POL,,
d966,https://www.atptour.com/en/players/maralbek-dat/d966/overview,Maralbek,Dat,maralbek-dat,19690407,,,,,,,,KAZ,,
d967,https://www.atptour.com/en/players/rene-de-hooghe/d967/overview,Rene,De Hooghe,rene-de-hooghe,,,,,,,,,NED,,
d968,https://www.atptour.com/en/players/ivan-derepa/d968/overview,Ivan,Derepa,ivan-derepa,19890112,,,,,,Right-Handed,,UKR,,
d971,https://www.atptour.com/en/players/francisco-dominguez-diaz/d971/overview,Francisco,Dominguez Diaz,francisco-dominguez-diaz,19901121,,,,,,,,ESP,,
d972,https://www.atptour.com/en/players/marcos-gabriel-dillana-kendall/d972/overview,Marcos Gabriel,Dillana Kendall,marcos-gabriel-dillana-kendall,19850317,,,,,,,,ESP,,
d973,https://www.atptour.com/en/players/miguel-de-la-pena-rios/d973/overview,Miguel,De la Pena Rios,miguel-de-la-pena-rios,,,,,,,,,ESP,,
d976,https://www.atptour.com/en/players/philipp-dittmer/d976/overview,Philipp,Dittmer,philipp-dittmer,19910311,,,,,,Left-Handed,,GER,,
d977,https://www.atptour.com/en/players/pasquale-de-siena/d977/overview,Pasquale,De Siena,pasquale-de-siena,19870119,,,,,,,,ITA,,
d978,https://www.atptour.com/en/players/miloslav-dolezal/d978/overview,Miloslav,Dolezal,miloslav-dolezal,,,,,,,,,SVK,,
d979,https://www.atptour.com/en/players/marc-dolcet/d979/overview,Marc,Dolcet,marc-dolcet,19920426,,,,,,Right-Handed,,ESP,,
d980,https://www.atptour.com/en/players/benjamin-devos/d980/overview,Benjamin,Devos,benjamin-devos,19910206,,,,,,,,BEL,,
d981,https://www.atptour.com/en/players/arthur-de-greef/d981/overview,Arthur,De Greef,arthur-de-greef,19920327,"Uccle, Belgium",2010,73,183,"Uccle, Belgium",Right-Handed,Two-Handed Backhand,BEL,800629949,https://media.itfdataservices.com/player/dc/en/800629949
d982,https://www.atptour.com/en/players/rene-d'hooghe/d982/overview,Rene,D'hooghe,rene-d'hooghe,19890923,,,,,,,,NED,,
d984,https://www.atptour.com/en/players/trevor-dobson/d984/overview,Trevor,Dobson,trevor-dobson,19870221,,,,,,,,USA,,
d985,https://www.atptour.com/en/players/joao-domingues/d985/overview,Joao,Domingues,joao-domingues,19931005,"Oliveira de Azemeis, Portugal",2013,70,178,"Porto, Portugal",Right-Handed,Two-Handed Backhand,POR,800291419,https://media.itfdataservices.com/player/dc/en/800291419
d986,https://www.atptour.com/en/players/nicolas-alejandro-de-gregorio/d986/overview,Nicolas Alejandro,De Gregorio,nicolas-alejandro-de-gregorio,19910510,,,82,183,,Right-Handed,One-Handed Backhand,ARG,,
d987,https://www.atptour.com/en/players/jakhongir-jalalov/d987/overview,Jakhongir,Jalalov,jakhongir-jalalov,19930424,,,,,,Right-Handed,Unknown Backhand,UZB,,
d990,https://www.atptour.com/en/players/alex-di-valerio-/d990/overview,Alex,Di Valerio,alex-di-valerio-,19890929,,,,,,Left-Handed,,USA,,
d991,https://www.atptour.com/en/players/vladyslav-dobrydnev/d991/overview,Vladyslav,Dobrydnev,vladyslav-dobrydnev,19901129,,,,,,Right-Handed,,UKR,,
d992,https://www.atptour.com/en/players/oleg-dolgosheyev/d992/overview,Oleg,Dolgosheyev,oleg-dolgosheyev,19901121,,,,,,Right-Handed,,UKR,,
d994,https://www.atptour.com/en/players/james-duckworth/d994/overview,James,Duckworth,james-duckworth,19920121,"Sydney, Australia",2010,82,183,"Sydney, Australia",Right-Handed,Two-Handed Backhand,AUS,,
d997,https://www.atptour.com/en/players/philibert-dussine/d997/overview,Philibert,Dussine,philibert-dussine,,,,,,,,,FRA,,
d998,https://www.atptour.com/en/players/moritz-dettinger/d998/overview,Moritz,Dettinger,moritz-dettinger,19910124,,,,,,,,GER,,
da00,https://www.atptour.com/en/players/nikola-dzaleta/da00/overview,Nikola,Dzaleta,nikola-dzaleta,19910626,,,,,,,,SRB,,
da01,https://www.atptour.com/en/players/patrick-davidson/da01/overview,Patrick,Davidson,patrick-davidson,19900409,"Greenwich, USA",,75,183,"Greenwich, USA",Right-Handed,Unknown Backhand,USA,,
da02,https://www.atptour.com/en/players/maxim-dubarenco/da02/overview,Maxim,Dubarenco,maxim-dubarenco,19930624,,,,,,Right-Handed,,BLR,800297055,https://media.itfdataservices.com/player/dc/en/800297055
da05,https://www.atptour.com/en/players/danco-de-villiers/da05/overview,Danco,De Villiers,danco-de-villiers,19860207,,,,,,,,RSA,,
da07,https://www.atptour.com/en/players/antonio-diaz-de-las-casas/da07/overview,Antonio,Diaz-de las Casas,antonio-diaz-de-las-casas,,,,,,,,,ESP,,
da08,https://www.atptour.com/en/players/luis-felipe-duque/da08/overview,Luis Felipe,Duque,luis-felipe-duque,19940607,,,,,,Right-Handed,,COL,,
da09,https://www.atptour.com/en/players/mathieu-duprat/da09/overview,Mathieu,Duprat,mathieu-duprat,19760120,,,,,,,,FRA,,
da12,https://www.atptour.com/en/players/alexander-dmitriev/da12/overview,Alexander,Dmitriev,alexander-dmitriev,19911211,,,,,,,,UZB,,
da13,https://www.atptour.com/en/players/dragos-dima/da13/overview,Dragos,Dima,dragos-dima,19920616,Ploiesti,,70,180,Bucharest,Right-Handed,One-Handed Backhand,ROU,800298645,https://media.itfdataservices.com/player/dc/en/800298645
da15,https://www.atptour.com/en/players/valentin-dinca/da15/overview,Valentin,Dinca,valentin-dinca,19880521,,,,,,,,ROU,,
da17,https://www.atptour.com/en/players/maximilian-dinslaken/da17/overview,Maximilian,Dinslaken,maximilian-dinslaken,19920608,,,,,,Right-Handed,Two-Handed Backhand,GER,,
da18,https://www.atptour.com/en/players/jeff-dawson/da18/overview,Jeff,Dawson,jeff-dawson,19860826,,,,,,,,USA,,
da21,https://www.atptour.com/en/players/alex-de-chatellus/da21/overview,Alex,De Chatellus,alex-de-chatellus,,,,,,,,,USA,,
da23,https://www.atptour.com/en/players/patrick-daciek/da23/overview,Patrick,Daciek,patrick-daciek,19900309,"Linthicum, MD",,75,178,"Wesley Chapel, FL, USA",Right-Handed,Two-Handed Backhand,USA,,
da29,https://www.atptour.com/en/players/david-de-goede/da29/overview,David,De Goede,david-de-goede,19901006,,,,,,,,NED,,
da30,https://www.atptour.com/en/players/shalva-dzhanashia/da30/overview,Shalva,Dzhanashiya,shalva-dzhanashia,19920826,,,82,178,,Left-Handed,Two-Handed Backhand,RUS,,
da31,https://www.atptour.com/en/players/hugo-dellien/da31/overview,Hugo,Dellien,hugo-dellien,19930616,,,75,180,,Right-Handed,Two-Handed Backhand,BOL,800293556,https://media.itfdataservices.com/player/dc/en/800293556
da32,https://www.atptour.com/en/players/gaetan-de-lovinfosse/da32/overview,Gaetan,De Lovinfosse,gaetan-de-lovinfosse,19910905,,,,,,,,BEL,,
da34,https://www.atptour.com/en/players/bobbie-de-goeijen/da34/overview,Bobbie,De Goeijen,bobbie-de-goeijen,19920705,,,78,178,,Right-Handed,Two-Handed Backhand,NED,,
da36,https://www.atptour.com/en/players/toni-dujmenovic/da36/overview,Toni,Dujmenovic,toni-dujmenovic,19880706,,,,,,Right-Handed,Two-Handed Backhand,CRO,,
da40,https://www.atptour.com/en/players/hugo-cesar-dojas/da40/overview,Hugo Cesar,Dojas,hugo-cesar-dojas,19940111,,,,,,Right-Handed,,BRA,,
da41,https://www.atptour.com/en/players/joffrey-de-schepper/da41/overview,Joffrey,De Schepper,joffrey-de-schepper,19910916,,,91,196,,Right-Handed,One-Handed Backhand,FRA,,
da42,https://www.atptour.com/en/players/durukan-durmus/da42/overview,Durukan,Durmus,durukan-durmus,19940111,,,,,,Left-Handed,,TUR,800313899,https://media.itfdataservices.com/player/dc/en/800313899
da43,https://www.atptour.com/en/players/dino-dell'orto/da43/overview,Dino,Dell'Orto,dino-dell'orto,19910824,,,,,,Right-Handed,Two-Handed Backhand,HKG,,
da44,https://www.atptour.com/en/players/luciano-doria/da44/overview,Luciano,Doria,luciano-doria,19930127,"Buenos Aires, Argentina",,78,180,Argentina,Right-Handed,Two-Handed Backhand,ARG,,
da46,https://www.atptour.com/en/players/scott-denenberg/da46/overview,Scott,Denenberg,scott-denenberg,19850407,,,,,,,,USA,,
da48,https://www.atptour.com/en/players/pablo-diaz/da48/overview,Pablo,Diaz,pablo-diaz,19920504,,,,,,,,MEX,,
da50,https://www.atptour.com/en/players/juan-carlos-de-pedro/da50/overview,Juan Carlos,De Pedro,juan-carlos-de-pedro,19930716,,,,,,,,MEX,,
da53,https://www.atptour.com/en/players/ariez-elyaas-deen-heshaam/da53/overview,Ariez Elyaas,Deen Heshaam,ariez-elyaas-deen-heshaam,19931224,,,,,,Right-Handed,Two-Handed Backhand,MAS,800287161,https://media.itfdataservices.com/player/dc/en/800287161
da54,https://www.atptour.com/en/players/guillaume-dumas/da54/overview,Guillaume,Dumas,guillaume-dumas,,,,,,,,,FRA,,
da57,https://www.atptour.com/en/players/rory-de-boer/da57/overview,Rory,De Boer,rory-de-boer,19920124,,,,,,Right-Handed,,AUS,,
da59,https://www.atptour.com/en/players/florent-diep/da59/overview,Florent,Diep,florent-diep,19910924,"Vincennes, France",,80,191,France,Right-Handed,Unknown Backhand,FRA,,
da61,https://www.atptour.com/en/players/claudio-dias-conduto/da61/overview,Claudio,Dias Conduto,claudio-dias-conduto,19930817,,,,,,,,AHO,800299526,https://media.itfdataservices.com/player/dc/en/800299526
da62,https://www.atptour.com/en/players/arnau-dachs/da62/overview,Arnau,Dachs,arnau-dachs,19910906,,,,,,,,ESP,,
da63,https://www.atptour.com/en/players/juan-de-beer/da63/overview,Juan,De Beer,juan-de-beer,19931013,,,,,,,,RSA,,
da64,https://www.atptour.com/en/players/ruhan-dominicus/da64/overview,Ruhan,Dominicus,ruhan-dominicus,19921206,,,,,,Right-Handed,,RSA,,
da65,https://www.atptour.com/en/players/lorenzo-di-maro/da65/overview,Lorenzo,Di Maro,lorenzo-di-maro,19920727,,,,,,,,ITA,,
da66,https://www.atptour.com/en/players/marco-di-maro/da66/overview,Marco,Di Maro,marco-di-maro,19920727,,,,,,,,ITA,,
da67,https://www.atptour.com/en/players/matteo-donati/da67/overview,Matteo,Donati,matteo-donati,19950228,"Alessandria, Italy",2013,74,185,"Alessandria, Italy",Right-Handed,Two-Handed Backhand,ITA,,
da70,https://www.atptour.com/en/players/lucas-da-silveira/da70/overview,Lucas,Da Silveira,lucas-da-silveira,19930917,,,,,,,,BRA,,
da72,https://www.atptour.com/en/players/adriaan-du-toit/da72/overview,Adriaan,Du Toit,adriaan-du-toit,19940629,,,,,,,,RSA,,
da75,https://www.atptour.com/en/players/razvan-ioan-dumitrescu/da75/overview,Razvan Ioan,Dumitrescu,razvan-ioan-dumitrescu,19930406,,,,,,Right-Handed,,ROU,,
da78,https://www.atptour.com/en/players/derek-difazio/da78/overview,Derek,Difazio,derek-difazio,19890623,,,,,,Left-Handed,Two-Handed Backhand,USA,,
da79,https://www.atptour.com/en/players/talles-de-oliveira-vilarinho/da79/overview,Talles,De Oliveira Vilarinho,talles-de-oliveira-vilarinho,19901129,,,,,,Right-Handed,Two-Handed Backhand,BRA,,
da81,https://www.atptour.com/en/players/taro-daniel/da81/overview,Taro,Daniel,taro-daniel,19930127,"New York, NY, USA",2010,84,191,"Valencia, Spain",Right-Handed,Two-Handed Backhand,JPN,800296890,https://media.itfdataservices.com/player/dc/en/800296890
da82,https://www.atptour.com/en/players/inigo-de-landaluce/da82/overview,Inigo,De Landaluce,inigo-de-landaluce,,,,,,,,,ESP,,
da83,https://www.atptour.com/en/players/pedro-dalfre/da83/overview,Pedro,Dalfre,pedro-dalfre,19910828,,,,,,,,BRA,,
da85,https://www.atptour.com/en/players/gianluca-di-nicola/da85/overview,Gianluca,Di Nicola,gianluca-di-nicola,19951207,,,,,,,,ITA,,
da86,https://www.atptour.com/en/players/joris-de-loore/da86/overview,Joris,De Loore,joris-de-loore,19930421,"Bruges, Belgium",2011,86,191,,Right-Handed,Two-Handed Backhand,BEL,800287488,https://media.itfdataservices.com/player/dc/en/800287488
da87,https://www.atptour.com/en/players/matteo-dellagiacoma/da87/overview,Matteo,Dellagiacoma,matteo-dellagiacoma,19910313,,,,,,,,ITA,,
da89,https://www.atptour.com/en/players/mate-delic/da89/overview,Mate,Delic,mate-delic,19930429,"Split, Croatia",,86,196,"Split, Croatia",Right-Handed,Two-Handed Backhand,CRO,800292963,https://media.itfdataservices.com/player/dc/en/800292963
da90,https://www.atptour.com/en/players/robert-djula/da90/overview,Robert,Djula,robert-djula,19950222,,,,,,,,CRO,,
da91,https://www.atptour.com/en/players/michel-dornbusch/da91/overview,Michel,Dornbusch,michel-dornbusch,19900930,,,,,,,,GER,,
da93,https://www.atptour.com/en/players/pierre-antoine-dumas/da93/overview,Pierre Antoine,Dumas,pierre-antoine-dumas,19850112,,,,,,,,FRA,,
da95,https://www.atptour.com/en/players/jakub-durovic/da95/overview,Jakub,Durovic,jakub-durovic,19911127,,,,,,Right-Handed,Two-Handed Backhand,SVK,,
da96,https://www.atptour.com/en/players/hugo-di-feo/da96/overview,Hugo,Di Feo,hugo-di-feo,19950418,,,68,178,,Right-Handed,Two-Handed Backhand,CAN,,
da97,https://www.atptour.com/en/players/lorenzo-de-rosa/da97/overview,Lorenzo,De Rosa,lorenzo-de-rosa,19930709,,,,,,,,ITA,,
da98,https://www.atptour.com/en/players/freddy-daraize/da98/overview,Freddy,Daraize,freddy-daraize,,,,,,,,,FRA,,
da99,https://www.atptour.com/en/players/ercole-di-ianni/da99/overview,Ercole,Di Ianni,ercole-di-ianni,19910813,,,,,,Right-Handed,Two-Handed Backhand,ITA,,
db04,https://www.atptour.com/en/players/andrea-dossi/db04/overview,Andrea,Dossi,andrea-dossi,19920219,,,,,,,,ITA,,
db06,https://www.atptour.com/en/players/aviv-darmon/db06/overview,Aviv,Darmon,aviv-darmon,19940330,,,,,,,,ISR,,
db12,https://www.atptour.com/en/players/julien-delaplane/db12/overview,Julien,Delaplane,julien-delaplane,19950218,,,,178,,Right-Handed,Unknown Backhand,FRA,,
db13,https://www.atptour.com/en/players/olivier-duberville/db13/overview,Olivier,Duberville,olivier-duberville,19930205,,,,,,,,FRA,,
db14,https://www.atptour.com/en/players/fabrice-de-fondaumiere/db14/overview,Fabrice,De Fondaumiere,fabrice-de-fondaumiere,19670615,,,,,,,,FRA,,
db16,https://www.atptour.com/en/players/gonzalo-de-urruticoechea/db16/overview,Gonzalo,De Urruticoechea,gonzalo-de-urruticoechea,,,,,,,,,CHI,,
db17,https://www.atptour.com/en/players/vincent-d'hoir/db17/overview,Vincent,D'Hoir,vincent-d'hoir,19920311,,,,,,,,FRA,,
db18,https://www.atptour.com/en/players/oskar-davleev/db18/overview,Oskar,Davleev,oskar-davleev,19811023,,,,,,,,RUS,,
db19,https://www.atptour.com/en/players/ettore-damiani/db19/overview,Ettore,Damiani,ettore-damiani,19911009,,,,,,,,ITA,,
db22,https://www.atptour.com/en/players/anthony-delcore/db22/overview,Anthony,Delcore,anthony-delcore,19931220,,,,,,,,USA,,
db23,https://www.atptour.com/en/players/ismael-dinia-/db23/overview,Ismael,Dinia,ismael-dinia-,,,,,,,,,MAR,,
db25,https://www.atptour.com/en/players/sam-dowler/db25/overview,Sam,Dowler,sam-dowler,19880824,,,,,,,,AUS,,
db28,https://www.atptour.com/en/players/andrew-dzulynsky/db28/overview,Andrew,Dzulynsky,andrew-dzulynsky,19930330,,,,,,,,USA,,
db29,https://www.atptour.com/en/players/michele-d'amico/db29/overview,Michele,D'Amico,michele-d'amico,19911223,,,,,,,,ITA,,
db30,https://www.atptour.com/en/players/sergey-dyakonov/db30/overview,Sergey,Dyakonov,sergey-dyakonov,19930925,,,,,,Right-Handed,Unknown Backhand,RUS,,
db31,https://www.atptour.com/en/players/mert-dinc/db31/overview,Mert,Dinc,mert-dinc,19950531,,,,,,Right-Handed,Unknown Backhand,TUR,,
db32,https://www.atptour.com/en/players/yurii-dzhavakian/db32/overview,Yurii,Dzhavakian,yurii-dzhavakian,19930507,,,80,,,Right-Handed,Two-Handed Backhand,UKR,,
db33,https://www.atptour.com/en/players/jatin-dahiya/db33/overview,Jatin,Dahiya,jatin-dahiya,19920929,,,,,,,,IND,,
db34,https://www.atptour.com/en/players/steven-de-waard/db34/overview,Steven,De Waard,steven-de-waard,19910505,,,81,180,,Right-Handed,Two-Handed Backhand,AUS,,
db44,https://www.atptour.com/en/players/djordje-djokovic/db44/overview,Djordje,Djokovic,djordje-djokovic,19950717,,,,,,Right-Handed,,SRB,,
db46,https://www.atptour.com/en/players/pedro-de-paula/db46/overview,Pedro,De Paula,pedro-de-paula,19950928,,,,,,,,BRA,,
db49,https://www.atptour.com/en/players/andre-dome/db49/overview,Andre,Dome,andre-dome,19900813,Samosir Island,,77,180,"Arroyo Grande, CA",Right-Handed,Two-Handed Backhand,USA,,
db51,https://www.atptour.com/en/players/cedric-de-zutter/db51/overview,Cedric,De Zutter,cedric-de-zutter,19920127,,,,,,,,BEL,,
db59,https://www.atptour.com/en/players/dennis-novak/db59/overview,Dennis,Novak,dennis-novak,19930828,"Wiener Neustadt, Austria",2011,80,183,"Neufeld, Austria",Right-Handed,Two-Handed Backhand,AUT,800309493,https://media.itfdataservices.com/player/dc/en/800309493
db61,https://www.atptour.com/en/players/pavle-daljev/db61/overview,Pavle,Daljev,pavle-daljev,19920223,,,88,198,,Right-Handed,Two-Handed Backhand,SRB,,
db63,https://www.atptour.com/en/players/laslo-djere/db63/overview,Laslo,Djere,laslo-djere,19950602,"Senta, Serbia",2013,82,188,"Senta, Serbia",Right-Handed,Two-Handed Backhand,SRB,800329252,https://media.itfdataservices.com/player/dc/en/800329252
db64,https://www.atptour.com/en/players/marat-deviatiarov/db64/overview,Marat,Deviatiarov,marat-deviatiarov,19940419,,,83,188,,Right-Handed,Two-Handed Backhand,UKR,800297606,https://media.itfdataservices.com/player/dc/en/800297606
db66,https://www.atptour.com/en/players/louis-donczyk/db66/overview,Louis,Donczyk,louis-donczyk,19930821,,,,,,Right-Handed,Two-Handed Backhand,POL,,
db67,https://www.atptour.com/en/players/david-de-leon-elias/db67/overview,David,De Leon Elias,david-de-leon-elias,19941202,,,,,,Right-Handed,,ESP,,
db69,https://www.atptour.com/en/players/tomislav-draganja/db69/overview,Tomislav,Draganja,tomislav-draganja,19940810,"Split, Croatia",,87,191,"Zagreb, Croatia",Right-Handed,Unknown Backhand,CRO,,
db70,https://www.atptour.com/en/players/besir-durguti/db70/overview,Besir,Durguti,besir-durguti,19930819,,,,,,,,MKD,,
db71,https://www.atptour.com/en/players/thomas-duchemin/db71/overview,Thomas,Duchemin,thomas-duchemin,19951114,,,,,,Right-Handed,,SWE,,
db72,https://www.atptour.com/en/players/duje-delic/db72/overview,Duje,Delic,duje-delic,19940717,,,,,,,,CRO,,
db74,https://www.atptour.com/en/players/bogdan-dzudzewicz/db74/overview,Bogdan,Dzudzewicz,bogdan-dzudzewicz,19920308,,,,,,,,POL,,
db75,https://www.atptour.com/en/players/daan-de-ru/db75/overview,Daan,De Ru,daan-de-ru,19891122,,,,,,,,NED,,
db76,https://www.atptour.com/en/players/riaan-du-toit/db76/overview,Riaan,Du Toit,riaan-du-toit,19940415,,,,,,Right-Handed,Two-Handed Backhand,CAN,,
db77,https://www.atptour.com/en/players/fabio-dos-santos/db77/overview,Fabio,Dos Santos,fabio-dos-santos,19940909,,,,,,,,BRA,,
db79,https://www.atptour.com/en/players/mihaita-daniel-damian/db79/overview,Mihaita Daniel,Damian,mihaita-daniel-damian,,,,,,,Right-Handed,,ROU,,
db80,https://www.atptour.com/en/players/thiago-de-nigris/db80/overview,Thiago,De Nigris,thiago-de-nigris,19950127,,,,,,,,BRA,,
db81,https://www.atptour.com/en/players/oliver-dedding/db81/overview,Oliver,Dedding,oliver-dedding,19941221,,,,,,Right-Handed,Two-Handed Backhand,BRA,,
db82,https://www.atptour.com/en/players/bruno-denadae-biroche/db82/overview,Bruno,Denadae Biroche,bruno-denadae-biroche,19920814,,,,,,,,BRA,,
db83,https://www.atptour.com/en/players/juan-pablo-de-paiz-ferrer/db83/overview,Juan Pablo,De Paiz Ferrer,juan-pablo-de-paiz-ferrer,19920911,,,,,,,,ESP,,
db84,https://www.atptour.com/en/players/ignazio-d'amico/db84/overview,Ignazio,D'amico,ignazio-d'amico,19880309,,,,,,,,ITA,,
db85,https://www.atptour.com/en/players/alexandre-david/db85/overview,Alexandre,David,alexandre-david,19910312,,,,,,,,FRA,,
db90,https://www.atptour.com/en/players/vimuktha-de-alwis/db90/overview,Vimuktha,De Alwis,vimuktha-de-alwis,19940418,,,,,,Right-Handed,Two-Handed Backhand,SRI,800118098,https://media.itfdataservices.com/player/dc/en/800118098
db93,https://www.atptour.com/en/players/matias-franco-descotte/db93/overview,Matias Franco,Descotte,matias-franco-descotte,19940829,,,87,191,,Right-Handed,Two-Handed Backhand,ARG,,
db94,https://www.atptour.com/en/players/jocelyn-devilliers/db94/overview,Jocelyn,Devilliers,jocelyn-devilliers,19941218,,,,,,Right-Handed,,FRA,,
db98,https://www.atptour.com/en/players/andres-deriu/db98/overview,Andres,Deriu,andres-deriu,19951213,,,,,,,,ARG,,
dc01,https://www.atptour.com/en/players/sergey-dorozhkin/dc01/overview,Sergey,Dorozhkin,sergey-dorozhkin,19930628,,,,,,Right-Handed,Unknown Backhand,RUS,,
dc03,https://www.atptour.com/en/players/iskandar-davutov/dc03/overview,Iskandar,Davutov,iskandar-davutov,19950927,,,,,,,,UZB,,
dc06,https://www.atptour.com/en/players/matias-del-rio/dc06/overview,Matias,Del Rio,matias-del-rio,19930920,,,,,,,,ARG,,
dc07,https://www.atptour.com/en/players/max-de-vroome/dc07/overview,Max,De Vroome,max-de-vroome,19940601,,,,,,Right-Handed,Two-Handed Backhand,NED,,
dc09,https://www.atptour.com/en/players/sebastian-dietz/dc09/overview,Sebastian,Dietz,sebastian-dietz,19860202,,,,,,,,GER,,
dc12,https://www.atptour.com/en/players/roberto-duffoo/dc12/overview,Roberto,Duffoo,roberto-duffoo,19950923,,,,,,,,PER,,
dc16,https://www.atptour.com/en/players/vlad-dobre/dc16/overview,Vlad,Dobre,vlad-dobre,19940521,,,,,,Right-Handed,Unknown Backhand,ROU,,
dc17,https://www.atptour.com/en/players/charles-deans-van-swelm/dc17/overview,Charles,Deans Van Swelm,charles-deans-van-swelm,19830103,,,,,,,,NED,,
dc18,https://www.atptour.com/en/players/cristian-draghici/dc18/overview,Cristian,Draghici,cristian-draghici,,,,,,,,,ROU,,
dc19,https://www.atptour.com/en/players/santiago-andres-diaz/dc19/overview,Santiago Andres,Diaz,santiago-andres-diaz,19931203,,,,,,Right-Handed,,COL,,
dc22,https://www.atptour.com/en/players/pedro-dominguez-alonso/dc22/overview,Pedro,Dominguez Alonso,pedro-dominguez-alonso,19960217,,,,,,Right-Handed,Two-Handed Backhand,ESP,,
dc23,https://www.atptour.com/en/players/thomas-da-silva-ramos/dc23/overview,Thomas,Da Silva Ramos,thomas-da-silva-ramos,19961023,,,,,,Right-Handed,Two-Handed Backhand,BRA,,
dc25,https://www.atptour.com/en/players/marco-de-rossi/dc25/overview,Marco,De Rossi,marco-de-rossi,19970627,,,,,,Right-Handed,Unknown Backhand,SMR,800340810,https://media.itfdataservices.com/player/dc/en/800340810
dc26,https://www.atptour.com/en/players/leonardo-dell'ospedale/dc26/overview,Leonardo,Dell'Ospedale,leonardo-dell'ospedale,19970409,,,,,,,,ITA,,
dc28,https://www.atptour.com/en/players/clement-dorsemaine/dc28/overview,Clement,Dorsemaine,clement-dorsemaine,19901107,,,,,,Right-Handed,Two-Handed Backhand,FRA,,
dc32,https://www.atptour.com/en/players/javier-de-antonio/dc32/overview,Javier,De Antonio,javier-de-antonio,,,,,,,,,ESP,,
dc36,https://www.atptour.com/en/players/paolo-dagnino/dc36/overview,Paolo,Dagnino,paolo-dagnino,19971027,,,,,,,,ITA,,
dc37,https://www.atptour.com/en/players/thomas-duche/dc37/overview,Thomas,Duche,thomas-duche,19910528,,,,,,,,FRA,,
